0.402328 0.008429 0.051056 0.021684 0.208873 0.032963 0.05171 0.020973 0.201983 0.058959 0.028658 0.04677 0.125162 0.590276 0.054894 0.034865 0.04879 0.011626 0.18685 0.046347 0.082073 0.15757 0.352875 0.065008 0.023903 0.055145 0.03023 0.090224 0.024849 0.033658 0.064793 0.203029 0.065945 0.047294 0.017885 0.452323 0.489674 0.024335 0.036595 0.017014 0.008743 0.025723 0.028043 0.020591 0.349283 0.218332 0.132259 0.085736 0.117337 0.102393 0.135356 0.064544 0.059624 0.08442 0.112169 0.098604 0.104831 0.147111 0.103496 0.141785 0.173481 0.071687 0.046837 0.481299 0.044477 0.011767 0.05375 0.105825 0.082316 0.042251 0.024724 0.153591 0.20382 0.009378 0.003546 0.007116 0.00387 0.041421 0.07312 0.0427 0.615028 0.103622 0.086959 0.01965 0.073414 0.009565 0.194338 0.253685 0.215379 0.043389 0.084064 0.132304 0.110777 0.097099 0.09925 0.066472 0.215782 0.071909 0.122345 0.757864 0.018736 0.034072 0.038317 0.037268 0.0 0.006974 0.002577 0.104193 0.408339 0.009662 0.01289 0.012373 0.233292 0.023525 0.067406 0.028093 0.204419 0.048711 0.050059 0.072986 0.085517 0.365104 0.086964 0.119171 0.072953 0.098537 0.058581 0.070272 0.112707 0.205181 0.237639 0.075561 0.085107 0.088243 0.066709 0.354116 0.087338 0.081538 0.059796 0.202975 0.026868 0.027654 0.013326 0.146389 0
0.237596 0.013206 0.051174 0.00761 0.253714 0.039065 0.036311 0.049613 0.311711 0.073337 0.000581 0.00203 0.055733 0.112807 0.173501 0.106341 0.351158 0.124511 0.261225 0.024201 0.012811 0.016755 0.412736 0.020817 0.084072 0.077917 0.089465 0.422631 0.00538 0.017073 0.011405 0.19047 0.006552 0.05718 0.011659 0.27765 0.505847 0.016857 0.008625 0.018586 0.012278 0.014823 0.030774 0.037067 0.355143 0.148911 0.042797 0.087397 0.097083 0.131081 0.111381 0.138696 0.152837 0.089818 0.245887 0.069533 0.11769 0.044598 0.097131 0.044589 0.091985 0.165179 0.123406 0.473133 0.022729 0.016378 0.009961 0.009684 0.011333 0.019753 0.02397 0.41306 0.576166 0.013767 0.013879 0.011071 0.0 0.019132 0.015202 0.009938 0.340846 0.267709 0.088419 0.080508 0.078436 0.011797 0.080979 0.16176 0.171649 0.058743 0.358235 0.109113 0.102892 0.116233 0.029089 0.074273 0.096758 0.068428 0.044978 0.841471 0.008068 0.010268 0.008557 0.002743 0.010014 0.010843 0.002017 0.10602 0.618749 0.009438 0.007999 0.00989 0.103532 0.01186 0.056394 0.009601 0.172537 0.413251 0.017051 0.034976 0.02073 0.377146 0.016864 0.052166 0.050959 0.016857 0.403257 0.011478 0.024926 0.016107 0.377737 0.051132 0.039706 0.050165 0.025492 0.413023 0.004756 0.060652 0.020692 0.235753 0.009006 0.002687 0.015516 0.237914 0
0.544797 0.040701 0.138258 0.019116 0.228221 0.001513 0.002018 0.011919 0.013457 0.090504 0.027623 0.066815 0.14194 0.594751 0.041614 0.021982 0.012319 0.002452 0.067668 0.041848 0.052612 0.130481 0.530452 0.104515 0.050259 0.010225 0.01194 0.205708 0.026167 0.014776 0.029215 0.242643 0.032787 0.065008 0.036981 0.346716 0.83268 0.030489 0.020917 0.012245 0.001823 0.00418 0.017733 0.019494 0.060439 0.378967 0.023162 0.134567 0.082253 0.0 0.164269 0.134412 0.064235 0.018135 0.339169 0.121665 0.183938 0.130176 0.012981 0.081506 0.059298 0.042223 0.029044 0.691209 0.011331 0.00662 0.01283 0.021657 0.029235 0.022822 0.014813 0.189482 0.516467 0.027483 0.024426 0.011304 0.0 0.009469 0.012569 0.015009 0.383273 0.409218 0.132404 0.092954 0.105205 0.0 0.049585 0.102977 0.060316 0.047341 0.402357 0.085689 0.133621 0.09057 0.023653 0.057387 0.107074 0.054124 0.045526 0.76366 0.003123 0.004708 0.003139 0.0 0.002517 0.007926 0.004137 0.21079 0.455641 0.002665 0.00598 0.00609 0.214945 0.004591 0.055511 0.003488 0.251089 0.069732 0.004023 0.020437 0.01452 0.854578 0.014896 0.011873 0.008045 0.001896 0.257283 0.008116 0.012832 0.001353 0.667859 0.01656 0.019375 0.012797 0.003826 0.389677 0.019176 0.053877 0.007724 0.207295 0.014009 0.018986 0.012349 0.276908 1
0.453482 0.020901 0.053622 0.022932 0.218246 0.020831 0.009565 0.026425 0.173996 0.287431 0.033829 0.044783 0.048412 0.429378 0.053207 0.039675 0.032001 0.031285 0.351625 0.007881 0.026841 0.054609 0.463249 0.038926 0.037471 0.010529 0.00887 0.36568 0.025142 0.018265 0.017089 0.193933 0.010259 0.058022 0.024436 0.287175 0.733384 0.009592 0.01282 0.012134 0.0 0.006536 0.01592 0.011697 0.197917 0.426769 0.053372 0.157505 0.069543 0.0 0.066815 0.111467 0.058674 0.055853 0.436107 0.070037 0.104775 0.071791 0.0 0.101145 0.10892 0.053154 0.054071 0.545839 0.00589 0.013623 0.009011 0.0 0.015232 0.011977 0.007788 0.39064 0.65318 0.01149 0.00773 0.018691 0.029277 0.020468 0.011453 0.00766 0.240049 0.205853 0.010414 0.125737 0.16827 0.392575 0.036765 0.032819 0.007531 0.020037 0.079085 0.012538 0.01902 0.239101 0.438532 0.122476 0.049718 0.026434 0.013097 0.468372 0.01 0.021356 0.033982 0.230979 0.064607 0.004637 0.000628 0.165439 0.516595 0.005942 0.010605 0.005477 0.171755 0.005729 0.065271 0.01026 0.208367 0.193398 0.04879 0.009108 0.063211 0.477333 0.039326 0.030761 0.05665 0.081423 0.12053 0.028453 0.023213 0.080498 0.612496 0.025777 0.05701 0.030489 0.021534 0.448227 0.01578 0.059728 0.0248 0.217934 0.02617 0.006511 0.006686 0.194164 0
0.478278 0.013176 0.072846 0.023355 0.19654 0.003916 0.011496 0.016933 0.183461 0.346127 0.021284 0.042017 0.063539 0.335214 0.022274 0.050233 0.07268 0.046632 0.352032 0.02404 0.029976 0.095638 0.347647 0.020305 0.025429 0.050413 0.05452 0.508861 0.006952 0.018378 0.029982 0.161955 0.010974 0.058828 0.046109 0.157961 0.425557 0.01545 0.048537 0.025495 0.014553 0.012697 0.016905 0.033819 0.406986 0.288926 0.125292 0.10252 0.113895 0.052117 0.092868 0.104841 0.063959 0.055582 0.283538 0.069811 0.18886 0.115646 0.087173 0.061283 0.094244 0.037571 0.061873 0.587139 0.006007 0.025871 0.021108 0.011725 0.016886 0.007702 0.000965 0.322596 0.453756 0.011945 0.00659 0.006327 0.0 0.011242 0.015459 0.00258 0.4921 0.558759 0.032931 0.040639 0.102463 0.019422 0.069056 0.07463 0.081906 0.020194 0.293965 0.053731 0.032695 0.04802 0.0 0.099306 0.133217 0.159926 0.179141 0.53504 0.004393 0.008652 0.004374 0.0 0.005125 0.010371 0.050911 0.381134 0.54783 0.011551 0.005749 0.00391 0.153588 0.009439 0.073751 0.021578 0.172606 0.854697 0.01114 0.022457 0.031309 0.0 0.018667 0.037113 0.015286 0.00933 0.761741 0.022235 0.023113 0.020895 0.083942 0.018831 0.028752 0.024726 0.015765 0.444757 0.014833 0.048132 0.001222 0.210219 0.009132 0.016321 0.053247 0.202136 0
0.451895 0.094448 0.05939 0.050636 0.212929 0.001219 0.006869 0.033662 0.088952 0.187457 0.08188 0.062092 0.036784 0.42452 0.125061 0.005018 0.03539 0.041799 0.134391 0.007733 0.006373 0.019924 0.476209 0.086022 0.086758 0.104938 0.077652 0.113592 0.00376 0.018463 0.043393 0.244644 0.04359 0.063166 0.030333 0.439059 0.3456 0.049283 0.049565 0.049683 0.100423 0.084712 0.073835 0.013061 0.233838 0.102859 0.101 0.08095 0.082499 0.113461 0.255856 0.170699 0.04501 0.047665 0.201108 0.046126 0.106433 0.133781 0.087888 0.113652 0.126752 0.111922 0.072338 0.494005 0.011656 0.019094 0.031737 0.015156 0.020361 0.02322 0.014429 0.370342 0.390818 0.098191 0.061714 0.029392 0.039597 0.039583 0.032328 0.02953 0.278847 0.176716 0.17179 0.142601 0.101057 0.027636 0.066979 0.068796 0.181298 0.063127 0.166525 0.038376 0.021293 0.017561 0.063028 0.206436 0.220618 0.178596 0.087566 0.440603 0.010304 0.012236 0.008668 0.004024 0.031485 0.071081 0.04488 0.376718 0.315526 0.009105 0.0094 0.009721 0.271867 0.021785 0.074412 0.020369 0.267816 0.315631 0.016403 0.009827 0.016003 0.463208 0.066321 0.063597 0.036586 0.012425 0.070332 0.017013 0.021678 0.016322 0.607884 0.067299 0.115687 0.056586 0.027199 0.275064 0.01233 0.065197 0.029512 0.246575 0.027374 0.057619 0.038007 0.248322 0
0.490264 0.013516 0.054699 0.074987 0.229639 0.032112 0.019352 0.016564 0.068868 0.138499 0.034262 0.048674 0.156999 0.434737 0.070936 0.040011 0.057368 0.018513 0.135975 0.027644 0.118441 0.170732 0.349417 0.103047 0.052108 0.016177 0.026459 0.187137 0.005897 0.03488 0.12939 0.172389 0.106244 0.05233 0.071194 0.240539 0.350824 0.015834 0.018214 0.039488 0.068028 0.065362 0.010538 0.011395 0.420317 0.084529 0.095702 0.108747 0.157337 0.264348 0.140501 0.076267 0.037062 0.035506 0.02998 0.029236 0.045798 0.107511 0.155981 0.390913 0.118494 0.072505 0.049582 0.654678 0.05569 0.092328 0.071719 0.028906 0.049154 0.020825 0.017969 0.008732 0.254277 0.041789 0.083655 0.096074 0.008627 0.03237 0.116831 0.050327 0.31605 0.237042 0.123585 0.113745 0.047873 0.118772 0.04722 0.051641 0.066842 0.19328 0.194403 0.195135 0.106247 0.130993 0.041249 0.0 0.007482 0.116892 0.207598 0.485844 0.045947 0.043832 0.019461 0.003919 0.0 0.012907 0.104365 0.283724 0.178812 0.028517 0.080527 0.070478 0.195405 0.057051 0.103078 0.100124 0.186009 0.09011 0.078147 0.108066 0.153783 0.402743 0.04954 0.037112 0.050878 0.029621 0.154451 0.084847 0.104041 0.065605 0.374041 0.028022 0.024814 0.085114 0.079064 0.536009 0.014351 0.055762 0.017191 0.174638 0.012404 0.010842 0.010095 0.168708 0
0.425741 0.035413 0.059796 0.040857 0.190051 0.02052 0.028082 0.013739 0.1858 0.105043 0.151618 0.082413 0.071942 0.074445 0.081145 0.06505 0.101767 0.266578 0.098463 0.106031 0.107881 0.096169 0.27637 0.05494 0.095473 0.112307 0.052366 0.215521 0.065139 0.021466 0.07406 0.267875 0.055106 0.08336 0.082222 0.135252 0.303945 0.011942 0.079759 0.06522 0.055813 0.115342 0.05796 0.034065 0.275954 0.133038 0.039178 0.129137 0.068185 0.026359 0.083357 0.20281 0.149664 0.168273 0.059928 0.078308 0.085497 0.041791 0.03632 0.177679 0.23173 0.190266 0.098482 0.246962 0.0832 0.036231 0.086849 0.06941 0.143848 0.053758 0.034542 0.2452 0.529977 0.025131 0.025705 0.037428 0.01765 0.041463 0.037591 0.018037 0.267017 0.121901 0.082984 0.064317 0.141127 0.105227 0.100118 0.142285 0.167789 0.074252 0.131347 0.127287 0.091582 0.108601 0.173424 0.117062 0.138627 0.067253 0.044817 0.491945 0.033603 0.0298 0.026646 0.052361 0.035297 0.044786 0.081645 0.203918 0.478087 0.008007 0.012229 0.011344 0.200815 0.013684 0.060923 0.009484 0.205426 0.378022 0.01652 0.016554 0.027722 0.490944 0.012501 0.024974 0.023407 0.009356 0.809423 0.01336 0.011509 0.012653 0.084097 0.013491 0.032151 0.015846 0.00747 0.447685 0.006288 0.058094 0.007968 0.205448 0.009346 0.011747 0.01273 0.240695 1
0.267556 0.028668 0.091066 0.114471 0.214212 0.04277 0.021152 0.05502 0.165086 0.238163 0.100379 0.110755 0.107379 0.334988 0.019314 0.026232 0.032756 0.030035 0.094379 0.064303 0.080329 0.107496 0.521963 0.015317 0.021518 0.040318 0.054377 0.438331 0.028247 0.018095 0.011225 0.275189 0.00754 0.05145 0.007745 0.162178 0.251289 0.052949 0.081897 0.063275 0.098794 0.062064 0.043604 0.056541 0.289586 0.125694 0.064827 0.089253 0.098439 0.141335 0.236239 0.085991 0.123525 0.034696 0.116746 0.013876 0.09012 0.161926 0.08955 0.25579 0.215591 0.034565 0.021838 0.209785 0.01867 0.041912 0.014592 0.021719 0.040564 0.021255 0.018029 0.613473 0.60394 0.011839 0.016371 0.023309 0.004475 0.022813 0.017172 0.009198 0.290884 0.160909 0.054202 0.062019 0.101819 0.072838 0.16736 0.173828 0.159281 0.047743 0.308303 0.067256 0.157283 0.124829 0.03067 0.062811 0.084493 0.101124 0.063231 0.552949 0.025616 0.025346 0.014808 0.002556 0.012286 0.010699 0.016398 0.339342 0.346863 0.014583 0.003744 0.004355 0.278936 0.004151 0.056537 0.006424 0.284406 0.32557 0.073503 0.058951 0.015264 0.49362 0.017724 0.006639 0.004928 0.0038 0.324295 0.100915 0.053127 0.016991 0.479272 0.002775 0.008724 0.002299 0.011601 0.451023 0.005749 0.061102 0.003331 0.178167 0.004062 0.006559 0.004482 0.285524 0
0.282662 0.014777 0.057398 0.037008 0.195224 0.051613 0.066216 0.097525 0.197576 0.117026 0.094301 0.091191 0.111784 0.432563 0.055162 0.042728 0.032105 0.02314 0.115117 0.025193 0.053058 0.069106 0.505994 0.024316 0.082235 0.073528 0.051454 0.221467 0.020641 0.00886 0.015785 0.195677 0.065809 0.054813 0.053482 0.363466 0.428478 0.00977 0.006294 0.008311 0.00538 0.012419 0.071719 0.283372 0.174256 0.170991 0.013954 0.0063 0.008719 0.0 0.071254 0.142335 0.37481 0.211638 0.467024 0.064426 0.079778 0.071539 0.011327 0.056996 0.086493 0.090618 0.071799 0.504852 0.012399 0.01306 0.009413 0.0 0.018845 0.023434 0.034969 0.383028 0.100918 0.018593 0.026262 0.054864 0.042119 0.030555 0.047644 0.079758 0.599286 0.133941 0.032457 0.037593 0.160001 0.047453 0.045295 0.031619 0.319018 0.192624 0.476506 0.038482 0.078252 0.051807 0.0 0.106478 0.139344 0.065235 0.043894 0.387829 0.025742 0.017953 0.017112 0.010168 0.019894 0.010484 0.014834 0.495986 0.411547 0.010056 0.010013 0.017279 0.233354 0.008742 0.059143 0.014384 0.235482 0.262622 0.02152 0.074474 0.048495 0.520308 0.038078 0.014988 0.015368 0.004146 0.15808 0.018096 0.039403 0.025744 0.642681 0.036709 0.033423 0.02512 0.020744 0.487582 0.008879 0.05236 0.006206 0.226021 0.0099 0.019814 0.009808 0.17943 0
